HEADER
Header Length,87
Export file version,2.0


Export settings:
Normalise,Yes
For TPS,No
Smoothing level,None

Units:
length,[cm]
amperage,[pA]

Project:
Project,Pinpoint 3D MR Safe
Project run number,2
Project run note,

Irradiation unit:
Name,VCU MRIdian
Manufacturer,ViewRay
Model,MRIdian
Source-isocentre distance,90,[cm]

Thales:
Control unit UID,00-3B-00-43-4B-56-50-11-20-37-30-53
Electrometer UID,00-4E-00-36-58-4B-50-0D-20-34-34-41
Water phantom UID,4A-B3-52-04-00-00-00-0A

Field detector:
Serial number,200613
Manufacturer,PTW
Model,Pinpoint 3D MR Safe
Bias voltage,300,[V]

Reference detector:
Serial number,XMC213192
Manufacturer,Standard Imaging
Model,A28MR Ref
Bias voltage,-300,[V]

Zeroing offsets:
Field detector,-0.83,[pA]
Reference detector,-0.908,[pA]

Profile settings:
Measurement mode,Continuous
Creation time,2023-01-08T18:57:08.2880196-05:00
SSD,85,[cm]
Gantry angle,0,[°]
Field size crossline,14.94,[cm]
Field size inline,14.94,[cm]
Beam quality,6,[MV]
Flattening Filter,FFF
Time to wait prior to sampling,0,[s]

Profile:
Profile type,Inline
Profile status,Completed successfully
Start X,0,[cm]
Start Y,-8.9,[cm]
Start Z,-5,[cm]
Stop X,0,[cm]
Stop Y,8.9,[cm]
Stop Z,-5,[cm]
Couch tilt x,0.06,[°]
Couch tilt y,0.00,[°]

Region count,1

Region 1 Start,0,[µm]
Region 1 Stop,178000,[µm]
Step size,1000,[µm]
Speed,1050,[µm/s]
Integration time,953,[ms]

Analysis result:
Analysis method,Max value
Calculated centre,0.042066,[cm]
Calculated field width,15.012649,[cm]
Calculated penumbra left,1.398006,[cm]
Calculated penumbra right,1.634029,[cm]
Calculated symmetry,1.681,[%]
Normalisation factor,0.489068,


MEASUREMENT DATA

X [cm],Y [cm],Z [cm],Normalised dose [%],
-0.0001,-8.8495,-5.0022,-6.361,
0.0008,-8.7495,-5.0045,-6.615,
0.0013,-8.6495,-5.0044,-6.998,
0.0015,-8.5495,-5.0043,-7.378,
0.0016,-8.4495,-5.0042,-7.783,
0.0017,-8.3495,-5.0041,-8.246,
0.0019,-8.2495,-5.004,-8.956,
0.002,-8.1495,-5.004,-9.754,
0.0023,-8.0495,-5.0039,-11.201,
0.0024,-7.9495,-5.0038,-13.325,
0.0025,-7.8495,-5.0037,-16.970,
0.0025,-7.7495,-5.0036,-22.690,
0.0026,-7.6497,-5.0035,-31.008,
0.0027,-7.55,-5.0035,-41.115,
0.0029,-7.45,-5.0034,-51.478,
0.003,-7.35,-5.0033,-60.100,
0.003,-7.25,-5.0032,-66.344,
0.0029,-7.15,-5.0031,-70.578,
0.0028,-7.05,-5.0031,-73.431,
0.0028,-6.95,-5.003,-75.240,
0.0027,-6.85,-5.0029,-76.716,
0.0026,-6.75,-5.0028,-77.647,
0.0026,-6.6499,-5.0028,-78.586,
0.0025,-6.5497,-5.0028,-79.169,
0.0025,-6.4498,-5.0028,-79.698,
0.0025,-6.3499,-5.0028,-80.286,
0.0024,-6.2497,-5.0029,-81.052,
0.0024,-6.1498,-5.0029,-81.292,
0.0024,-6.05,-5.0029,-82.149,
0.0023,-5.9498,-5.0029,-82.665,
0.0023,-5.8496,-5.003,-83.293,
0.0021,-5.7497,-5.003,-83.685,
0.0019,-5.6498,-5.003,-84.161,
0.0019,-5.5496,-5.003,-84.599,
0.0019,-5.4497,-5.0031,-85.106,
0.0018,-5.3499,-5.0031,-85.523,
0.0018,-5.2497,-5.0031,-85.856,
0.0018,-5.1498,-5.0031,-86.461,
0.0019,-5.0499,-5.0032,-86.809,
0.002,-4.9497,-5.0032,-87.148,
0.002,-4.8498,-5.0032,-87.766,
0.0019,-4.75,-5.0032,-87.947,
0.0019,-4.6498,-5.0033,-88.278,
0.0019,-4.5496,-5.0033,-88.982,
0.0018,-4.4497,-5.0033,-89.118,
0.0018,-4.3498,-5.0033,-89.879,
0.0018,-4.2499,-5.0034,-90.155,
0.0017,-4.15,-5.0034,-90.476,
0.0059,-4.0499,-5.0034,-91.019,
0.0096,-3.9497,-5.0034,-91.417,
0.0085,-3.8498,-5.0035,-91.563,
0.008,-3.7499,-5.0035,-91.721,
0.0075,-3.6497,-5.0035,-92.182,
0.0068,-3.5498,-5.0035,-92.303,
0.0059,-3.4499,-5.0036,-93.031,
0.0051,-3.3498,-5.0036,-93.222,
0.0043,-3.2496,-5.0036,-93.619,
0.0029,-3.1497,-5.0036,-94.054,
0.0012,-3.0498,-5.0037,-94.144,
0.0005,-2.9496,-5.0037,-94.629,
0.0004,-2.8497,-5.0037,-94.862,
0.0004,-2.7498,-5.0037,-95.078,
0.0005,-2.6497,-5.0038,-95.419,
0.0006,-2.5498,-5.0038,-95.809,
0.0008,-2.4499,-5.0038,-95.815,
0.0009,-2.3497,-5.0038,-96.396,
0.0008,-2.2498,-5.0039,-96.636,
0.001,-2.1499,-5.0039,-96.530,
0.0011,-2.0497,-5.0039,-97.014,
0.001,-1.9498,-5.0039,-97.682,
0.001,-1.8499,-5.004,-97.587,
0.001,-1.7497,-5.004,-97.475,
0.0009,-1.6498,-5.004,-97.483,
0.0009,-1.5499,-5.0041,-97.841,
0.0009,-1.4497,-5.0041,-98.118,
0.0008,-1.3496,-5.0041,-98.626,
0.0008,-1.2497,-5.0041,-98.492,
0.0008,-1.1498,-5.0042,-98.662,
0.0007,-1.0496,-5.0042,-99.029,
0.0009,-0.9497,-5.0042,-99.211,
0.0011,-0.8498,-5.0042,-99.467,
0.001,-0.7496,-5.0043,-99.416,
0.001,-0.6497,-5.0043,-99.540,
0.001,-0.5499,-5.0043,-99.855,
0.0009,-0.4497,-5.0043,-99.284,
0.0009,-0.3498,-5.0044,-99.690,
0.0009,-0.2499,-5.0044,-100.000,
0.0008,-0.1497,-5.0044,-99.752,
0.0008,-0.0498,-5.0044,-99.649,
0.0009,0.05,-5.0045,-99.779,
0.001,0.1502,-5.0045,-99.596,
0.001,0.2504,-5.0045,-99.704,
0.001,0.3503,-5.0045,-99.560,
0.0009,0.4502,-5.0046,-99.700,
0.0009,0.5504,-5.0046,-99.564,
0.0009,0.6503,-5.0046,-99.323,
0.0008,0.7501,-5.0046,-99.372,
0.0008,0.8503,-5.0047,-99.050,
0.0008,0.9502,-5.0047,-98.863,
0.0007,1.0501,-5.0047,-98.817,
0.0007,1.1503,-5.0047,-98.778,
0.0007,1.2502,-5.0048,-98.825,
0.0006,1.35,-5.0048,-98.770,
0.0006,1.4502,-5.0048,-98.177,
0.0006,1.5504,-5.0048,-98.280,
0.0005,1.6503,-5.0049,-97.951,
0.0005,1.7502,-5.0049,-98.019,
0.0005,1.8504,-5.0049,-97.754,
0.0004,1.9503,-5.0049,-97.349,
0.0004,2.0501,-5.005,-96.959,
0.0004,2.1503,-5.005,-96.957,
0.0003,2.2502,-5.005,-96.534,
0.0003,2.3501,-5.005,-96.350,
0.0003,2.4503,-5.0051,-96.101,
0.0002,2.5502,-5.0051,-95.687,
0.0002,2.6501,-5.0051,-95.685,
0.0002,2.7502,-5.0051,-94.752,
0.0002,2.8501,-5.0051,-94.972,
0.0002,2.9501,-5.005,-94.539,
0.0002,3.0502,-5.0049,-93.884,
0.0002,3.1502,-5.0048,-93.973,
0.0002,3.2502,-5.0047,-93.612,
0.0002,3.3503,-5.0047,-93.023,
0.0002,3.4503,-5.0046,-92.637,
0.0002,3.5503,-5.0045,-92.417,
0.0002,3.6504,-5.0044,-91.952,
0.0002,3.7504,-5.0043,-91.527,
0.0002,3.8504,-5.0042,-91.256,
0,3.9503,-5.0042,-90.948,
-0.0001,4.05,-5.0041,-90.315,
-0.0001,4.15,-5.004,-90.185,
-0.0001,4.25,-5.0039,-89.484,
-0.0001,4.3501,-5.0038,-89.288,
-0.0001,4.4501,-5.0037,-88.981,
-0.0001,4.5501,-5.0037,-88.349,
-0.0001,4.6502,-5.0036,-88.144,
-0.0001,4.7502,-5.0035,-87.609,
-0.0001,4.8502,-5.0034,-87.059,
-0.0001,4.9503,-5.0033,-86.702,
-0.0001,5.0503,-5.0032,-85.976,
-0.0002,5.1503,-5.0032,-85.758,
-0.0002,5.2503,-5.0031,-85.409,
-0.0002,5.3504,-5.003,-84.448,
-0.0002,5.4504,-5.0029,-84.058,
-0.0002,5.5504,-5.0028,-83.631,
-0.0002,5.6505,-5.0027,-82.851,
-0.0002,5.7505,-5.0027,-82.555,
0,5.8503,-5.0026,-81.992,
0.0001,5.95,-5.0025,-81.538,
0.0001,6.05,-5.0024,-81.084,
0.0001,6.15,-5.0023,-80.482,
0.0001,6.2501,-5.0022,-79.842,
-0.0001,6.3502,-5.0022,-79.432,
-0.0002,6.4502,-5.0021,-78.899,
-0.0002,6.5502,-5.002,-77.976,
-0.0002,6.6503,-5.0019,-77.308,
-0.0002,6.7503,-5.0018,-76.468,
-0.0002,6.8503,-5.0017,-75.420,
-0.0002,6.9504,-5.0016,-74.342,
-0.0002,7.0504,-5.0016,-72.790,
-0.0002,7.1504,-5.0015,-70.909,
-0.0002,7.2505,-5.0014,-68.367,
0,7.3505,-5.0013,-64.410,
0.0001,7.4503,-5.0012,-58.289,
-0.0001,7.55,-5.0011,-49.864,
-0.0002,7.6501,-5.0011,-39.263,
-0.0002,7.7501,-5.001,-28.929,
-0.0002,7.8501,-5.0009,-20.530,
-0.0002,7.9502,-5.0008,-14.796,
-0.0002,8.0502,-5.0007,-11.169,
-0.0002,8.1502,-5.0006,-8.898,
-0.0002,8.2503,-5.0006,-7.426,
-0.0002,8.3503,-5.0005,-6.492,
-0.0002,8.4503,-5.0004,-5.835,
-0.0002,8.5504,-5.0003,-5.384,
