HEADER
Header Length,87
Export file version,2.0


Export settings:
Normalise,Yes
For TPS,No
Smoothing level,None

Units:
length,[cm]
amperage,[pA]

Project:
Project,Razor Nano SN 18081
Project run number,1
Project run note,

Irradiation unit:
Name,VCU MRIdian
Manufacturer,ViewRay
Model,MRIdian
Source-isocentre distance,90,[cm]

Thales:
Control unit UID,00-3B-00-43-4B-56-50-11-20-37-30-53
Electrometer UID,00-4E-00-36-58-4B-50-0D-20-34-34-41
Water phantom UID,4A-B3-52-04-00-00-00-0A

Field detector:
Serial number,18081
Manufacturer,IBA
Model,Razor Nano
Bias voltage,300,[V]

Reference detector:
Serial number,XMC213192
Manufacturer,Standard Imaging
Model,A28MR Ref
Bias voltage,-300,[V]

Zeroing offsets:
Field detector,-0.83,[pA]
Reference detector,-0.894,[pA]

Profile settings:
Measurement mode,Continuous
Creation time,2022-12-26T17:55:14.8673214-05:00
SSD,85,[cm]
Gantry angle,0,[°]
Field size crossline,4.98,[cm]
Field size inline,4.98,[cm]
Beam quality,6,[MV]
Flattening Filter,FFF
Time to wait prior to sampling,0,[s]

Profile:
Profile type,Inline
Profile status,Completed successfully
Start X,0,[cm]
Start Y,-3.8,[cm]
Start Z,-5,[cm]
Stop X,0,[cm]
Stop Y,3.8,[cm]
Stop Z,-5,[cm]
Couch tilt x,0.08,[°]
Couch tilt y,0.01,[°]

Region count,1

Region 1 Start,0,[µm]
Region 1 Stop,76000,[µm]
Step size,1000,[µm]
Speed,1050,[µm/s]
Integration time,953,[ms]

Analysis result:
Analysis method,Max value
Calculated centre,0.008764,[cm]
Calculated field width,5.093409,[cm]
Calculated penumbra left,0.499250,[cm]
Calculated penumbra right,0.520378,[cm]
Calculated symmetry,2.167,[%]
Normalisation factor,1.601871,


MEASUREMENT DATA

X [cm],Y [cm],Z [cm],Normalised dose [%],
-0.0002,-3.7504,-4.9996,-3.392,
0.0006,-3.6496,-4.9991,-3.579,
0.0007,-3.5497,-4.9992,-3.988,
0.0008,-3.4498,-4.9992,-4.199,
0.0009,-3.3496,-4.9992,-4.691,
0.0009,-3.2497,-4.9992,-5.431,
0.0009,-3.1499,-4.9993,-6.387,
0.0006,-3.0497,-4.9993,-7.837,
0.0005,-2.9498,-4.9993,-10.228,
0.0005,-2.8499,-4.9993,-14.588,
0.0004,-2.7497,-4.9994,-21.771,
0.0004,-2.6498,-4.9994,-33.013,
0.0004,-2.55,-4.9994,-48.207,
0.0005,-2.4498,-4.9994,-63.103,
0.0008,-2.3496,-4.9995,-74.407,
0.001,-2.2497,-4.9995,-81.912,
0.0011,-2.1498,-4.9995,-87.393,
0.0013,-2.0496,-4.9995,-90.492,
0.0014,-1.9497,-4.9996,-92.283,
0.0013,-1.8498,-4.9996,-93.292,
0.0015,-1.7496,-4.9996,-93.265,
0.0017,-1.6497,-4.9997,-93.841,
0.0016,-1.5498,-4.9997,-94.027,
0.0016,-1.4496,-4.9997,-94.678,
0.0016,-1.3497,-4.9997,-95.015,
0.0015,-1.2499,-4.9998,-95.568,
0.0015,-1.1497,-4.9998,-96.069,
0.0015,-1.0498,-4.9998,-97.264,
0.0014,-0.9499,-4.9998,-97.758,
0.0014,-0.8497,-4.9999,-98.146,
0.0014,-0.7498,-4.9999,-99.008,
0.0013,-0.6499,-4.9999,-98.939,
0.0013,-0.5498,-4.9999,-99.536,
0.0013,-0.4496,-5,-99.431,
0.0012,-0.3497,-5,-99.313,
0.0012,-0.2498,-5,-100.000,
0.0012,-0.1496,-5.0001,-99.978,
0.0011,-0.0497,-5.0001,-99.875,
0.0013,0.0502,-5.0001,-99.729,
0.0014,0.1503,-5.0001,-99.885,
0.0013,0.2502,-5.0002,-99.603,
0.0013,0.3501,-5.0002,-99.325,
0.0013,0.4503,-5.0002,-99.394,
0.0012,0.5502,-5.0002,-99.903,
0.0012,0.6501,-5.0003,-98.932,
0.0012,0.7502,-5.0003,-98.670,
0.0011,0.8504,-5.0003,-98.916,
0.0011,0.9503,-5.0003,-98.285,
0.0011,1.0502,-5.0004,-97.729,
0.001,1.1504,-5.0004,-97.909,
0.001,1.2503,-5.0004,-97.616,
0.001,1.3502,-5.0004,-97.258,
0.0008,1.4503,-5.0005,-96.809,
0.0006,1.5502,-5.0005,-96.032,
0.0006,1.6501,-5.0005,-95.525,
0.0006,1.7503,-5.0006,-95.073,
0.0005,1.8502,-5.0006,-94.269,
0.0005,1.9501,-5.0006,-92.838,
0.0005,2.0503,-5.0006,-90.063,
0.0004,2.1504,-5.0007,-87.354,
0.0004,2.2503,-5.0007,-82.469,
0.0004,2.3502,-5.0007,-75.103,
0.0003,2.4504,-5.0007,-64.327,
0.0003,2.5503,-5.0008,-50.758,
0.0004,2.6502,-5.0008,-36.099,
0.0005,2.7504,-5.0008,-24.183,
0.0005,2.8505,-5.0008,-16.395,
0.0005,2.9504,-5.0008,-11.262,
0.0005,3.0505,-5.0007,-8.395,
0.0005,3.1505,-5.0006,-6.503,
0.0005,3.2505,-5.0005,-5.605,
0.0005,3.3503,-5.0005,-5.051,
0.0005,3.45,-5.0004,-4.677,
0.0005,3.55,-5.0003,-4.489,
0.0005,3.65,-5.0002,-4.260,
0.0005,3.7495,-5.0001,-4.321,

Checksum:,5D5E21A65256FB0D3E0C80AA1A12B46FFACDE8EC2CEBD0FA4D5A3A1D1465E137
